FileName,Split,RemoveJunkBefore,RemoveJunkAfter,Date,User
/datc/ortho/testset2/testset/Cat3_pat36_meting1_oef3.csv,200,15,362,2019-01-09 09:44:01.339290,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting2_oef3.csv,52,10,90,2019-01-09 09:44:13.966712,Vincent
/datc/ortho/testset2/testset/Cat3_pat19_meting1_oef4.csv,88,12,190,2019-01-09 09:50:26.477163,Vincent
/datc/ortho/testset2/testset/Cat3_pat23_meting1_oef4.csv,0,30,145,2019-01-09 09:50:53.654754,Vincent
/datc/ortho/testset2/testset/Cat3_pat1_meting2_oef4.csv,265,100,372,2019-01-09 10:05:13.625913,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting2_oef4.csv,64,20,105,2019-01-09 10:05:41.739938,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting2_oef4.csv,88,28,165,2019-01-09 10:08:20.580643,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting1_oef4.csv,145,14,286,2019-01-09 10:11:24.233649,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting1_oef4.csv,0,8,102,2019-01-09 10:29:32.112039,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting1_oef5.csv,345,315,390,2019-01-09 10:36:29.522015,Vincent
/datc/ortho/testset2/testset/Cat3_pat23_meting1_oef5.csv,88,9,155,2019-01-09 10:37:49.110678,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting2_oef5.csv,70,4,125,2019-01-09 10:39:09.538464,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting2_oef5.csv,72,16,120,2019-01-09 10:39:45.613638,Vincent
/datc/ortho/testset2/testset/Cat3_pat19_meting1_oef5.csv,268,220,305,2019-01-09 10:40:44.192524,Vincent
/datc/ortho/testset2/testset/Cat3_pat1_meting2_oef5.csv,145,24,260,2019-01-09 10:41:44.281830,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting1_oef5.csv,70,6,135,2019-01-09 10:43:04.144741,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting2_oef6.csv,35,3,65,2019-01-09 10:44:15.769977,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting2_oef6.csv,42,4,78,2019-01-09 10:44:46.892234,Vincent
/datc/ortho/testset2/testset/Cat3_pat4_meting1_oef6.csv,0,3,116,2019-01-09 10:45:32.139287,Vincent
/datc/ortho/testset2/testset/Cat3_pat36_meting1_oef6.csv,115,6,182,2019-01-09 10:46:29.428486,Vincent
/datc/ortho/testset2/testset/Cat3_pat23_meting1_oef6.csv,0,35,100,2019-01-09 10:48:22.388540,Vincent
/datc/ortho/testset2/testset/Cat3_pat19_meting1_oef6.csv,61,8,115,2019-01-09 10:48:50.905140,Vincent
/datc/ortho/testset2/testset/Cat3_pat1_meting2_oef6.csv,0,132,220,2019-01-09 10:49:29.801877,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef2.csv,0,0,44,2019-01-09 11:06:47.319947,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef2.csv,0,4,56,2019-01-09 11:07:19.217768,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef3.csv,0,2,36,2019-01-09 11:07:58.193860,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef3.csv,0,6,47,2019-01-09 11:08:22.939154,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef6.csv,0,8,51,2019-01-09 11:09:16.039867,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef6.csv,0,3,57,2019-01-09 11:11:04.848647,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef7.csv,0,1,36,2019-01-09 11:11:54.150201,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef7.csv,0,10,60,2019-01-09 11:12:20.895831,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef10.csv,0,9,42,2019-01-09 11:13:06.792852,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef10.csv,0,1,22,2019-01-09 11:13:22.426669,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef11.csv,0,2,25,2019-01-09 11:13:59.477026,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef11.csv,0,4,38,2019-01-09 11:16:43.647600,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef14.csv,0,0,34,2019-01-09 11:17:32.222327,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef14.csv,0,9,38,2019-01-09 11:17:54.195937,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef15.csv,0,1,30,2019-01-09 11:18:29.857190,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef15.csv,0,1,25,2019-01-09 11:18:47.138383,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef18.csv,0,6,36,2019-01-09 11:27:49.849270,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef18.csv,0,3,35,2019-01-09 11:28:29.686639,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef19.csv,0,3,28,2019-01-09 11:29:01.782188,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef19.csv,0,6,28,2019-01-09 11:29:18.588808,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting2_oef22.csv,78,55,98,2019-01-09 11:31:29.546020,Vincent
/datc/ortho/testset2/testset/Cat4_pat13_meting1_oef22.csv,0,9,115,2019-01-09 11:36:09.373681,Vincent
